时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.175	-0.429	0.079	4.700	-2.747	8.484	-87.74	-3.77	168.06	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.137	-0.972	-0.150	4.089	-6.714	8.362	-87.71	-3.70	168.06	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.134	-0.406	0.317	0.916	-5.188	10.254	-87.70	-3.63	168.06	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:118	WTRIGHT(D0:74:13:DA:DA:8C)	0.042	-0.917	0.110	4.883	-6.775	10.681	-87.67	-3.54	168.06	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:118	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	-0.860	0.332	5.005	-8.057	13.245	-87.63	-3.45	168.07	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:118	WTRIGHT(D0:74:13:DA:DA:8C)	-0.125	-1.079	0.308	0.916	-7.080	15.869	-87.61	-3.35	168.07	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:119	WTRIGHT(D0:74:13:DA:DA:8C)	-0.252	-0.419	0.453	-6.714	-5.127	15.076	-87.63	-3.25	168.05	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:119	WTRIGHT(D0:74:13:DA:DA:8C)	0.066	-0.876	0.044	-5.249	-7.019	15.015	-87.63	-3.15	168.05	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:119	WTRIGHT(D0:74:13:DA:DA:8C)	0.167	-0.994	-0.091	-5.676	-6.348	14.648	-87.65	-3.05	168.04	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:119	WTRIGHT(D0:74:13:DA:DA:8C)	-0.056	-0.458	0.083	-2.136	-6.592	17.029	-87.64	-2.94	168.03	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:121	WTRIGHT(D0:74:13:DA:DA:8C)	0.179	-0.700	0.147	-4.211	-5.371	18.616	-87.65	-2.83	168.01	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
