时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 13:23:41:262	WTRIGHT(D0:74:13:DA:DA:8C)	0.343	-1.536	0.232	47.729	-3.906	-132.141	-93.41	11.68	-140.27	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:262	WTRIGHT(D0:74:13:DA:DA:8C)	1.482	-1.632	-0.166	44.739	-5.737	-109.558	-93.15	11.11	-140.15	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:262	WTRIGHT(D0:74:13:DA:DA:8C)	-0.121	-2.810	-0.928	44.373	-1.038	-85.388	-92.90	10.65	-140.08	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:264	WTRIGHT(D0:74:13:DA:DA:8C)	-1.467	-1.416	-0.166	48.157	6.836	-53.223	-92.65	10.34	-140.06	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:264	WTRIGHT(D0:74:13:DA:DA:8C)	-0.588	-0.564	0.227	52.368	2.686	-53.955	-92.37	10.05	-140.02	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:264	WTRIGHT(D0:74:13:DA:DA:8C)	-0.628	-0.599	0.272	49.072	-9.216	-56.213	-92.09	9.75	-139.91	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:264	WTRIGHT(D0:74:13:DA:DA:8C)	-0.924	-0.317	0.440	34.668	-13.245	-56.824	-91.88	9.46	-139.77	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:265	WTRIGHT(D0:74:13:DA:DA:8C)	0.500	-0.140	0.679	32.471	-14.648	-57.312	-91.69	9.17	-139.61	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:265	WTRIGHT(D0:74:13:DA:DA:8C)	0.057	0.564	0.650	11.597	-11.475	-45.227	-91.59	8.94	-139.48	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:265	WTRIGHT(D0:74:13:DA:DA:8C)	0.316	0.075	-0.005	1.526	-17.456	-18.738	-91.54	8.84	-139.31	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:265	WTRIGHT(D0:74:13:DA:DA:8C)	0.109	-1.471	-0.335	-0.610	-12.329	-0.305	-91.51	8.82	-139.19	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	0.486	-0.528	-0.259	-0.183	-16.174	17.090	-91.48	8.90	-139.05	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	0.249	-0.717	-0.283	1.404	-12.756	27.161	-91.44	9.01	-138.94	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	0.255	-0.662	-0.232	0.549	-15.198	38.574	-91.41	9.18	-138.82	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	0.245	-1.180	-0.110	0.732	-14.343	40.771	-91.38	9.37	-138.71	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	0.423	-2.264	-0.543	-0.977	-10.803	44.983	-91.36	9.56	-138.64	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	0.534	-1.504	0.109	8.484	-12.512	45.959	-91.30	9.76	-138.55	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:266	WTRIGHT(D0:74:13:DA:DA:8C)	-0.007	-1.250	0.150	3.479	-6.470	45.593	-91.27	9.95	-138.51	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:267	WTRIGHT(D0:74:13:DA:DA:8C)	-0.031	-1.819	0.191	-1.831	-4.517	40.039	-91.26	10.12	-138.47	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	-0.781	-0.865	0.307	0.732	8.789	90.332	-78.92	1.05	-60.69	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	-0.720	-0.602	1.280	-1.709	10.254	73.059	-78.94	1.49	-60.57	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	-0.905	-0.875	0.914	-14.282	6.836	55.054	-79.02	1.85	-60.45	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	-0.343	-1.188	0.824	-18.555	5.371	38.452	-79.12	2.11	-60.34	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	0.046	-1.262	0.062	-24.963	-2.014	19.836	-79.24	2.29	-60.22	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	0.218	-1.181	0.005	-24.231	-4.028	11.536	-79.37	2.42	-60.08	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	0.052	-0.807	-0.326	-22.705	-10.254	9.033	-79.49	2.52	-59.93	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:277	WTGSB-A6(C3:11:EA:D7:53:77)	-0.099	-0.857	0.130	-12.939	-10.803	6.958	-79.56	2.60	-59.78	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:311	WTGSB-A6(C3:11:EA:D7:53:77)	-0.555	-0.807	0.446	-10.498	-14.587	7.141	-79.62	2.69	-59.61	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:312	WTGSB-A6(C3:11:EA:D7:53:77)	-0.677	-1.065	0.331	-15.015	-15.869	2.930	-79.69	2.75	-59.43	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:312	WTGSB-A6(C3:11:EA:D7:53:77)	-0.054	-1.359	0.672	-7.874	-14.893	-7.751	-79.73	2.77	-59.27	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:312	WTGSB-A6(C3:11:EA:D7:53:77)	-0.365	-1.651	0.730	-7.813	-15.259	-12.634	-79.77	2.75	-59.12	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:312	WTGSB-A6(C3:11:EA:D7:53:77)	0.214	-0.728	0.999	-11.047	-13.000	-10.254	-79.82	2.75	-58.97	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
